iteration,candidate,elite,frequency_hz,center_front,center_back_left,center_back_right,amplitude_front,amplitude_back_left,amplitude_back_right,phase_front,phase_back_left,phase_back_right,harmonic_front,harmonic_back_left,harmonic_back_right,heading_kp,yaw_kd,turn_front,turn_back_left,turn_back_right,harmonic_phase_front,harmonic_phase_back_left,harmonic_phase_back_right,score,progress,x_distance,y_distance,cross_track_error,heading_error,yaw_distance,target_yaw_distance,yaw_distance_error,planar_drift,min_height,mean_height_warning_deficit,max_height_warning_deficit,mean_height_deficit,max_height_deficit,mean_planar_drift,max_planar_drift,rms_planar_drift,mean_abs_planar_speed,max_abs_planar_speed,mean_abs_yaw_error,mean_abs_roll_pitch_rate,mean_support_deficit,mean_contact_foot_speed,mean_abs_cross_velocity,mean_abs_yaw_rate,mean_action_delta,mean_action_accel,mean_abs_action,length,terminated
0,0,True,1.3892313681485737,-0.043037515927381566,-0.0377227200168605,-0.01813625131317274,0.02,0.02,0.02,-0.23687695500163697,1.3340444272438647,-2.8672250165525943,0.007073197015492659,-0.0044005777525037435,-0.0035188388938165375,0.0,0.0,0.0,0.0,0.0,-0.07884831573782902,0.91853641084204,-2.0640524265237112,-556.3894187613466,0.007156761149568647,0.003971755246323298,-0.0031250833236721597,0.0002482888453771259,-2.2319347219189423,0.007156761149568647,2.2800000000000002,-2.2728432388504314,0.005059646039685224,0.07170400980171898,0.0,0.0,0.0,0.0,0.002509212256605853,0.005340210263666666,0.002915530206525182,0.0032991121714659195,0.008009094735562494,1.1988567374758203,0.00281322285081842,0.0,0.00719135007566526,0.0021111469882849746,0.004552786184637975,0.011892409843858332,0.011951170166139492,0.03288741495925933,60,False
0,1,True,1.3877485151619642,-0.007723531773220271,-0.26408323369631753,-0.272995819412945,0.02,0.02,0.02,-0.5822017596188642,1.0319708906700553,-3.1072653937640795,0.0030513427245310205,-0.018798940102570466,-0.027365265036119316,0.3119795872947185,0.0,0.21112131062397713,0.3671481656880097,0.06643907774472356,-0.7291951326759918,0.7166072577197298,-1.3057105523261823,-865.468283501406,0.0041733821572349505,0.019013549185535963,-0.00112026173844766,-0.008886046309966162,-2.2289513429266083,0.0041733821572349505,2.2800000000000002,-2.275826617842765,0.01940808224177891,0.09721855022637832,0.0,0.0,0.0,0.0,0.023004672799725637,0.030676492735842786,0.02317650935095899,0.01385427460432688,0.18767693702571756,1.198564597358549,0.06994830758958415,0.037500000000000006,0.01897366880976841,0.006479945470421087,0.01946058094617814,0.02282273832242936,0.03217007830389775,0.18372163819149137,60,False
0,2,True,1.1777991117624598,0.2561382952924397,-0.06946286015161326,0.08606017081187517,0.02,0.07957344917034286,0.02,-0.551027284311564,0.7553225680163829,-3.141592653589793,0.0010112686758772397,-0.06279820594454211,-0.011772294088062659,0.07605357444296083,0.007238275200644178,0.41160544954628897,0.2542049042408512,0.4841007455950285,-0.18796744814005173,0.8340563333043747,-2.583340166849692,-928.457238997446,-0.11047397214142074,0.0008170812487367704,-0.0263848677916227,0.01532133296253404,-2.1143039886279533,-0.11047397214142074,2.2800000000000002,-2.3904739721414208,0.026450907669138157,0.04136432232301592,0.002063539182080963,0.008635677676984081,0.0,0.0,0.014975618899189538,0.026890652782489387,0.016546488122194454,0.014747419548921791,0.06276032749830673,1.2188594901117358,0.20658689788106133,0.0,0.015206288008936914,0.008508680697992162,0.05340188536549059,0.029600775812286886,0.03727152065257542,0.14344321386888625,60,False
0,3,True,1.2403979374783938,0.027007980468152316,0.007513686768423976,-0.04934222549788905,0.02,0.032375376314091944,0.25092400392458164,0.7452214048563341,2.188659073423068,-2.65694056962814,0.04161189912066941,0.04686001614192838,-0.16814570063583384,0.0,0.0,0.12276372007649804,-0.10172689488891183,-0.01971390356041308,0.0005079542434418549,0.9057241143068424,-2.835518557618512,-961.3532005550173,-0.2436467664108728,-0.0021880383861159767,-0.001557437328470402,-0.00815129540482787,-1.9811311943585004,-0.2436467664108728,2.2800000000000002,-2.523646766410873,0.015412378809471394,0.04685212743563216,0.00010234129246552786,0.0031478725643678367,0.0,0.0,0.01043917316227768,0.023300298403254767,0.011455738509556678,0.05880197978428893,0.15202476380601548,1.2425432450511036,0.6241729210130871,0.1,0.04921425361852941,0.037425268107012646,0.11010903128807997,0.0878477152902633,0.11183716430095955,0.08078447518637405,60,False
0,4,True,1.737037992727514,-0.16969179411069615,0.03378370463149501,-0.042311221977202516,0.02,0.02,0.02,-1.2455957286684214,1.638137914036351,-2.3326743255630795,0.0348413956583992,-0.1126618583534206,0.058486846331836005,0.36972592914665514,0.0,-0.023459832519662837,0.024607660644999987,-0.17194624209897325,0.4294996440343519,1.363877104293958,-1.6881308432653679,-1042.3451176500462,-0.48511571613716886,-0.016372720429318564,-0.0031878724150269763,0.005935583894081006,-1.7396622446322048,-0.48511571613716886,2.2800000000000002,-2.765115716137169,0.01677327604483731,0.07256893302409903,0.0,0.0,0.0,0.0,0.010713514346754164,0.021491757954626864,0.012257105628952313,0.04416298726214869,0.09025102813789422,1.2809355412476058,0.32030485863797364,0.0,0.05120052389222692,0.031493424099884613,0.09539686719328891,0.0795660813106224,0.13963570743799208,0.09847245996352286,60,False
0,5,True,1.2407018982816904,-0.012149768995059627,-0.041031177065279444,-0.05559753099512364,0.02,0.02,0.21912175726161245,-0.026385480377105086,1.4624070199898611,-3.141592653589793,-0.023750389877421705,-0.011999601823829325,0.08001596688667877,0.0,0.0,0.23819352215323564,-0.36250395068641433,-0.21260198629276333,0.5297432414674077,1.7375002111223745,-1.9905903208514417,-1105.5882172017946,-0.2170940891419515,0.03978943669577141,0.0023109676839195665,-0.020688938558587784,-2.007683871627422,-0.2170940891419515,2.2800000000000002,-2.4970940891419513,0.04008014076384715,0.05758460014403209,0.0,0.0,0.0,0.0,0.024256366067418215,0.041602865538586095,0.02682403073256027,0.02798769580033312,0.133902972425053,1.2367174801840788,0.16500469602033263,0.0,0.03551632193698577,0.017662090790535698,0.06450443987925894,0.04887961827917024,0.05184260359383188,0.07454635895555839,60,False
0,6,True,1.5696953981327653,-0.14579369185392949,-0.035242988571472934,0.27154898432757835,0.02,0.03888536146690746,0.11281667803596639,-0.42378831947073525,0.8664629236232244,-3.141592653589793,-0.06981519912077705,0.034136456688976684,-0.06920168323340883,0.2097520827873409,0.06414562967868691,-0.7210364859335738,-0.06751767421715832,-0.07642339202709163,-0.2297732676546822,0.5643695213257391,-2.268791778430029,-1144.7498276046097,-0.2534119166226585,-0.031672902199137994,0.02339729464604578,-0.004144303056351287,-1.971366044146715,-0.2534119166226585,2.2800000000000002,-2.5334119166226587,0.039477741577459195,0.04991747255172364,1.5473896551817386e-06,8.252744827635938e-05,0.0,0.0,0.019145994430060164,0.042177048520278294,0.0221412928387818,0.03730095185192531,0.11729192057202564,1.242230626044818,0.31736563993035816,0.25,0.039021768212645386,0.025334004877051494,0.09591743987540993,0.07039296329894569,0.10804025740362704,0.15168026541359722,60,False
0,7,True,1.777903777989269,-0.1389661465868176,0.023178264057127654,-0.11615102939031692,0.03474785141923873,0.155252303659638,0.02,0.3004949086672095,0.6911670253590829,-3.141592653589793,0.09003327500933023,0.022887060056785036,0.04733265772655145,0.0,0.1118038021348433,-0.2962501559850104,-0.5311454307180961,-0.08979661760920618,-0.3654070593513552,1.8268474814140623,-2.0042368176226426,-1306.635010803308,-0.52335657267641,0.023999108095015546,-0.031636956143869424,0.015822807588143667,-1.701421388092964,-0.52335657267641,2.2800000000000002,-2.8033565726764103,0.04061112329285277,0.06882339793206316,0.0,0.0,0.0,0.0,0.01996525074502292,0.04283600768753919,0.023469529469725345,0.04971299332881815,0.13134641882935513,1.28854053639018,0.2893033552638371,0.11875,0.06555393599169898,0.03326057527578171,0.12603751675770453,0.08834912206511944,0.13492726404219865,0.11956988805904983,60,False
0,8,True,1.4026494071489428,-0.02517363615188336,-0.06626140489999864,-0.016483666848586785,0.02,0.02,0.09714187358299849,1.0995232973566775,2.180702441146078,-2.9700835896735143,0.050645927124292486,0.008567388474173269,-0.05661548548294971,0.0,0.0,0.4593342248902011,0.20999344113480986,-0.19602563630573294,-0.18505172339539433,1.0764867836290657,-2.5889318238481893,-1331.6162812504892,-0.3104751761918081,0.04297654057287086,0.036966009926131284,-0.043426543482068466,-1.9143027845775646,-0.3104751761918081,2.2800000000000002,-2.5904751761918083,0.05674511906163943,0.06740163038495943,0.0,0.0,0.0,0.0,0.030997183688616575,0.05940567386155694,0.03573879198121336,0.027022511437532058,0.09031104795334591,1.2529461588759008,0.19551557406775827,0.037500000000000006,0.030551751925115438,0.017001499379093916,0.06311994587120948,0.044007072568638256,0.06177628630539403,0.05588173245778307,60,False
0,9,True,1.8111845733111114,-0.14226444550615702,-0.049119793792969456,-0.12323950150472396,0.02,0.02,0.12780116940127714,0.572057904083298,0.8953125221813831,-3.1083363643165227,0.07700392210616083,-0.03671149136362378,-0.06706079101607876,0.0,0.006682160050267643,-0.17400279574373584,0.17866613942711335,0.16723429961305164,0.18770432702759265,0.1950538288469139,-1.8901034105147119,-1335.7640625877088,-0.12916658794157954,-0.05193997876799014,0.03061486934945496,0.0030420769667897085,-2.0956113728277934,-0.12916658794157954,2.2800000000000002,-2.40916658794158,0.06175951550837088,0.0768423825230277,0.0,0.0,0.0,0.0,0.03555206822509021,0.06616757376349378,0.0391260397427284,0.055318555274406586,0.15932751785439556,1.2230506865829778,0.42627618676924617,0.05,0.055895026389211636,0.037482122755379293,0.0879643222697574,0.07848854592302815,0.12911451258696616,0.10463644252158702,60,False
