update,global_step,sps,recent_return,recent_yaw,recent_length,eval_reward,eval_score,eval_yaw_distance,eval_planar_drift,eval_mean_planar_drift,eval_max_planar_drift,eval_pass_count,eval_length,policy_loss,value_loss,entropy,approx_kl,yaw_neg1_score,yaw_neg1_yaw_distance,yaw_neg1_target_yaw_distance,yaw_neg1_planar_drift,yaw_neg1_mean_planar_drift,yaw_neg1_max_planar_drift,yaw_neg1_pass_gate,yaw_neg1_length,yaw_neg1_terminated,yaw_neg05_score,yaw_neg05_yaw_distance,yaw_neg05_target_yaw_distance,yaw_neg05_planar_drift,yaw_neg05_mean_planar_drift,yaw_neg05_max_planar_drift,yaw_neg05_pass_gate,yaw_neg05_length,yaw_neg05_terminated,yaw_pos05_score,yaw_pos05_yaw_distance,yaw_pos05_target_yaw_distance,yaw_pos05_planar_drift,yaw_pos05_mean_planar_drift,yaw_pos05_max_planar_drift,yaw_pos05_pass_gate,yaw_pos05_length,yaw_pos05_terminated,yaw_pos1_score,yaw_pos1_yaw_distance,yaw_pos1_target_yaw_distance,yaw_pos1_planar_drift,yaw_pos1_mean_planar_drift,yaw_pos1_max_planar_drift,yaw_pos1_pass_gate,yaw_pos1_length,yaw_pos1_terminated
61,31232,350,-3224.9166064453125,1.9669153785705566,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0014869666192680597,9869.446166992188,-1.7698808908462524,0.0003128919342998415,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
62,31744,348,-3224.9166064453125,1.9669153785705566,400.0,-2288.6592106470093,1.5177795207510787,2.4242587311675483,0.016106252017667532,0.017544580477604273,0.0351443677012933,0,400.0,-0.0011819727369584143,16285.867919921875,-1.7700897753238678,0.00022742815781384706,4.017779520751079,2.4242587311675483,2.88,0.016106252017667532,0.017544580477604273,0.0351443677012933,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
63,32256,350,-3220.2601220703127,1.9831346607208251,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0013899291516281664,7358.224060058594,-1.77043879032135,0.00015552097465842962,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
64,32768,347,-3220.2601220703127,1.9831346607208251,400.0,-2302.382994859732,1.8431085088415085,2.4543270166395983,0.0067798399340200785,0.01589359354986704,0.036349477163674565,0,400.0,-0.0006454703398048878,5277.174865722656,-1.7706754207611084,0.00012125671491958201,4.3431085088415085,2.4543270166395983,2.88,0.0067798399340200785,0.01589359354986704,0.036349477163674565,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
65,33280,348,-3220.2601220703127,1.9831346607208251,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0009278713259845972,7639.80224609375,-1.7710872888565063,0.00011046326835639775,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
66,33792,347,-3187.81826171875,1.9804014730453492,400.0,-2297.718579079172,1.6479242445693858,2.455092731852457,0.01849362306495393,0.016270705304026408,0.036225650461489255,0,400.0,7.946859113872051e-06,5168.19091796875,-1.7714356184005737,5.86359528824687e-05,4.147924244569386,2.455092731852457,2.88,0.01849362306495393,0.016270705304026408,0.036225650461489255,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
67,34304,349,-3187.81826171875,1.9804014730453492,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0011439755326136947,4747.963684082031,-1.7717022895812988,0.00015650488785468042,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
68,34816,349,-3187.81826171875,1.9804014730453492,400.0,-3337.1024485322882,-12.319465276674586,2.4037337885782506,0.02474846397201015,0.02384810027973367,0.051765497978273685,0,400.0,-0.0021594325080513954,8816.762451171875,-1.772018164396286,0.00023821383365429938,-4.909732638337293,2.4037337885782506,2.88,0.02474846397201015,0.02384810027973367,0.051765497978273685,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
69,35328,351,-3219.9791259765625,1.9875955843925477,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0006493988912552595,8601.860046386719,-1.7722338140010834,0.00019108157721348107,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
70,35840,351,-3219.9791259765625,1.9875955843925477,400.0,-2467.052433156113,-1.5166191091016312,2.3800112469558687,0.01481522241190741,0.017317282775432846,0.04286435292629655,0,400.0,-0.0004035984165966511,5879.520568847656,-1.7723479270935059,8.815410546958447e-05,0.9833808908983687,2.3800112469558687,2.88,0.01481522241190741,0.017317282775432846,0.04286435292629655,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
71,36352,353,-3219.9791259765625,1.9875955843925477,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0005238426383584738,15623.935546875,-1.772489607334137,5.271949339658022e-05,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
72,36864,352,-3313.487939453125,1.9844307589530945,400.0,-2240.340462689661,2.136728056565409,2.416575866330519,0.014681195735669124,0.016665133070365577,0.03403158850417206,0,400.0,-0.00023113121278584003,15246.926147460938,-1.7725929617881775,1.6825564671307802e-05,4.636728056565409,2.416575866330519,2.88,0.014681195735669124,0.016665133070365577,0.03403158850417206,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
73,37376,353,-3313.487939453125,1.9844307589530945,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0017679444281384349,3774.5185546875,-1.7725961208343506,0.00017149795894511044,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
74,37888,341,-3313.487939453125,1.9844307589530945,400.0,-2534.579533972664,0.9042117247877255,2.3946616111812316,0.01611151085687942,0.01802561382041297,0.03593036932522733,0,400.0,-0.002327942638657987,7980.060546875,-1.772928148508072,0.0002928591566160321,3.4042117247877255,2.3946616111812316,2.88,0.01611151085687942,0.01802561382041297,0.03593036932522733,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
75,38400,336,-3303.0098876953125,1.988292808532715,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.002571048215031624,10352.760498046875,-1.7732032239437103,0.0002515271189622581,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
76,38912,334,-3303.0098876953125,1.988292808532715,400.0,-3013.8937103695457,-4.450233859648202,2.4581791421527153,0.015026275007214472,0.020399207415769963,0.04725722301721385,0,400.0,-0.0007115551270544529,3129.0357666015625,-1.7735214829444885,0.00023069384042173624,-0.9751169298241011,2.4581791421527153,2.88,0.015026275007214472,0.020399207415769963,0.04725722301721385,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
77,39424,334,-3303.0098876953125,1.988292808532715,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0010320465080440044,8367.092407226562,-1.7736205756664276,0.00016206185682676733,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
78,39936,332,-3303.0098876953125,1.988292808532715,400.0,-3177.0085129514337,-7.247423527401354,2.281044048367167,0.02307071954734404,0.023491761407658657,0.043809266965660246,0,400.0,-0.0015205317176878452,16218.849853515625,-1.7737852931022644,0.00012288260040804744,-2.373711763700677,2.281044048367167,2.88,0.02307071954734404,0.023491761407658657,0.043809266965660246,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
79,40448,333,-3243.552470703125,1.994082088470459,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.000762320589274168,3266.787322998047,-1.7739050388336182,0.00011548562906682491,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
80,40960,331,-3243.552470703125,1.994082088470459,400.0,-1701.7477021503696,5.593858931639176,2.40175552801192,0.009054826328016324,0.012237453330795383,0.027870637456401563,0,400.0,-0.0009252193849533796,5389.504150390625,-1.7740105092525482,8.784161764197052e-05,8.093858931639176,2.40175552801192,2.88,0.009054826328016324,0.012237453330795383,0.027870637456401563,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
81,41472,333,-3243.552470703125,1.994082088470459,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.000327730318531394,7510.0538330078125,-1.7742409110069275,0.00012112673721276224,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
82,41984,332,-3175.1888720703123,1.9942154264450074,400.0,-2462.645638004074,0.21089697409848318,2.404797470442996,0.017590677240662555,0.017825814478991973,0.038107005935510856,0,400.0,-0.00014487793669104576,2950.305908203125,-1.774551272392273,4.832865670323372e-05,2.710896974098483,2.404797470442996,2.88,0.017590677240662555,0.017825814478991973,0.038107005935510856,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
83,42496,333,-3175.1888720703123,1.9942154264450074,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0007572276517748833,4455.2822265625,-1.7749760746955872,7.384203490801156e-05,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
84,43008,333,-3175.1888720703123,1.9942154264450074,400.0,-2240.6903263443096,1.8300395516440906,2.354927492193991,0.0052320746142407335,0.01514620970659133,0.035237630730808066,0,400.0,-0.0009135112632066011,5587.63232421875,-1.7750209271907806,0.00013263156870380044,4.330039551644091,2.354927492193991,2.88,0.0052320746142407335,0.01514620970659133,0.035237630730808066,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
85,43520,335,-3148.356748046875,1.9901573514938355,400.0,nan,nan,nan,nan,nan,nan,0,nan,-4.452269058674574e-05,3609.2483825683594,-1.7747772634029388,7.193864439614117e-05,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
86,44032,335,-3148.356748046875,1.9901573514938355,400.0,-2039.6056134151406,3.934448363969418,2.3725509176104986,0.01531081979778283,0.015215817476530703,0.029417721127545326,0,400.0,-0.00020619644783437252,5420.340637207031,-1.7749013006687164,3.433306119404733e-05,6.434448363969418,2.3725509176104986,2.88,0.01531081979778283,0.015215817476530703,0.029417721127545326,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
87,44544,336,-3148.356748046875,1.9901573514938355,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0009910359513014555,8357.789245605469,-1.7753071188926697,0.00010889593977481127,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
88,45056,332,-3114.4880908203127,2.0066765928268433,400.0,-2690.853801793493,-0.8264784443632667,2.366411461644832,0.011147970323665652,0.018228085716189727,0.04016478165768686,0,400.0,-0.0025142664089798927,5633.1910400390625,-1.7756789028644562,0.0002360777580179274,1.6735215556367333,2.366411461644832,2.88,0.011147970323665652,0.018228085716189727,0.04016478165768686,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
89,45568,333,-3114.4880908203127,2.0066765928268433,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.000917205004952848,3736.6492309570312,-1.776179552078247,0.00032286354689858854,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
90,46080,332,-3114.4880908203127,2.0066765928268433,400.0,-2075.368369453275,3.0522834862574877,2.4624967837087746,0.010478074037641515,0.014258035127776654,0.0343109711651943,0,400.0,-0.0002468316815793514,3728.1926879882812,-1.776787668466568,0.00018446517060510814,5.552283486257488,2.4624967837087746,2.88,0.010478074037641515,0.014258035127776654,0.0343109711651943,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
91,46592,333,-3067.5187939453126,2.015915861129761,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0011240593157708645,4151.581787109375,-1.7773014605045319,0.00015520601300522685,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
92,47104,331,-3067.5187939453126,2.015915861129761,400.0,-2356.893777988314,-0.7437989025828111,2.3823664765196364,0.014652359526554372,0.016353352196287866,0.04153190957889852,0,400.0,-0.001089264638721943,4975.235046386719,-1.7776563465595245,0.00012854012311436236,1.7562010974171889,2.3823664765196364,2.88,0.014652359526554372,0.016353352196287866,0.04153190957889852,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
93,47616,332,-3067.5187939453126,2.015915861129761,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0004480221541598439,8094.019470214844,-1.777817815542221,7.2458729846403e-05,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
94,48128,331,-3097.8934716796875,2.026942331790924,400.0,-1963.469638748351,3.884991105278421,2.4155696040544417,0.009683728090592779,0.013447253210888816,0.031845769190290564,0,400.0,-0.0010297545231878757,6355.830627441406,-1.7776483595371246,5.44837093912065e-05,6.384991105278421,2.4155696040544417,2.88,0.009683728090592779,0.013447253210888816,0.031845769190290564,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
95,48640,332,-3097.8934716796875,2.026942331790924,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0002530056517571211,3604.1227111816406,-1.7772904932498932,4.86285425722599e-05,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
96,49152,328,-3097.8934716796875,2.026942331790924,400.0,-2516.076965020926,0.3429665880312638,2.3804536393703586,0.012897730944153762,0.017915115298671014,0.03740111360920793,0,400.0,-0.0024944980978034437,5747.671203613281,-1.7770246267318726,0.00022793340031057596,2.842966588031264,2.3804536393703586,2.88,0.012897730944153762,0.017915115298671014,0.03740111360920793,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
97,49664,322,-3012.8933251953126,2.024037344455719,400.0,-2866.7307497483494,-0.6095043513016947,2.491191920100814,0.01667855802758942,0.02036100749214345,0.039988478933155,0,400.0,-0.0009209659183397889,7091.437316894531,-1.777297019958496,0.0002690122928470373,1.8904956486983053,2.491191920100814,2.88,0.01667855802758942,0.02036100749214345,0.039988478933155,0,400,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
