update,global_step,sps,recent_return,recent_yaw,recent_length,eval_reward,eval_score,eval_yaw_distance,eval_planar_drift,eval_mean_planar_drift,eval_max_planar_drift,eval_pass_count,eval_length,policy_loss,value_loss,entropy,approx_kl,yaw_neg1_score,yaw_neg1_yaw_distance,yaw_neg1_target_yaw_distance,yaw_neg1_planar_drift,yaw_neg1_mean_planar_drift,yaw_neg1_max_planar_drift,yaw_neg1_pass_gate,yaw_neg1_length,yaw_neg1_terminated,yaw_neg05_score,yaw_neg05_yaw_distance,yaw_neg05_target_yaw_distance,yaw_neg05_planar_drift,yaw_neg05_mean_planar_drift,yaw_neg05_max_planar_drift,yaw_neg05_pass_gate,yaw_neg05_length,yaw_neg05_terminated,yaw_pos05_score,yaw_pos05_yaw_distance,yaw_pos05_target_yaw_distance,yaw_pos05_planar_drift,yaw_pos05_mean_planar_drift,yaw_pos05_max_planar_drift,yaw_pos05_pass_gate,yaw_pos05_length,yaw_pos05_terminated,yaw_pos1_score,yaw_pos1_yaw_distance,yaw_pos1_target_yaw_distance,yaw_pos1_planar_drift,yaw_pos1_mean_planar_drift,yaw_pos1_max_planar_drift,yaw_pos1_pass_gate,yaw_pos1_length,yaw_pos1_terminated
41,20992,356,-2557.0026977539064,0.34630854062736033,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0016720405546948314,9646.607299804688,-1.7706104516983032,0.0005081673443783075,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
42,21504,360,-2557.0026977539064,0.34630854062736033,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.00459457328543067,2743.1748962402344,-1.771121084690094,0.0010667312308214605,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
43,22016,363,-2557.0026977539064,0.34630854062736033,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0021464996971189976,5915.987976074219,-1.7714703679084778,0.0008579388668294996,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
44,22528,367,-2587.9006274414064,0.40748971290886404,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0002002650871872902,7874.411193847656,-1.7714051306247711,0.00021816548542119563,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
45,23040,357,-2587.9006274414064,0.40748971290886404,400.0,-2057.0268310446786,-59.905610680906456,0.5045752234778942,0.04700759858573583,0.02613663437203361,0.050813831935452275,1,400.0,-0.0010198852978646755,2358.4035034179688,-1.7713068127632141,0.00022087802062742412,8.756352498707829,2.2167498998720743,2.88,0.02177399210331332,0.014413182641978136,0.0279485883284615,1,400,0,-20.57116053219593,0.3559389452814703,1.44,0.06524998974215258,0.03536413801442333,0.06524998974215258,0,400,0,-7.509347789222843,-0.09598447623866413,1.44,0.03148625266262025,0.0189787005213556,0.03427915821013722,0,400,0,-38.059657380182976,-0.4584034750033039,2.88,0.0695201598348572,0.035790516310377385,0.0757775914610578,0,400,0
46,23552,360,-2587.9006274414064,0.40748971290886404,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0012453163508325815,5897.8682861328125,-1.7707268595695496,0.00023842143127694726,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
47,24064,364,-2650.431279296875,0.44106722496449946,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0031718735117465258,11018.098022460938,-1.7701082527637482,0.0006484525802079588,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
48,24576,367,-2650.431279296875,0.44106722496449946,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0038549965247511864,1346.8419647216797,-1.7700310051441193,0.0007376405410468578,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
49,25088,370,-2650.431279296875,0.44106722496449946,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0008631148375570774,4462.1336669921875,-1.7704724669456482,0.000679854245390743,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
50,25600,361,-2712.7535375976563,0.47060275573283433,400.0,-2286.095390571898,-74.06169508333079,0.5136095542685268,0.05463490943474693,0.029803510155526017,0.05877287837039792,0,400.0,-0.001577968942001462,17093.516967773438,-1.7712165415287018,0.0003010663785971701,6.013604320310057,2.2258611338070198,2.88,0.03901378606911732,0.022495678213133728,0.04583529554997036,0,400,0,-20.911637550744366,0.34656017199738454,1.44,0.06546409077833029,0.035837551992825255,0.06546409077833029,0,400,0,-7.5039679958317995,-0.09405394821604918,1.44,0.031874751621814024,0.01917225628886365,0.03446394991847863,0,400,0,-46.76895582141141,-0.42392914051424757,2.88,0.08218700926972608,0.04170855412728143,0.08932817723481241,0,400,0
51,26112,364,-2712.7535375976563,0.47060275573283433,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0020307418890297413,2415.2771911621094,-1.7716019451618195,0.0005069478938821703,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
52,26624,367,-2712.7535375976563,0.47060275573283433,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0013620795216411352,4476.774353027344,-1.7717514038085938,0.0005664914788212627,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
53,27136,371,-2712.7535375976563,0.47060275573283433,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0012323176488280296,10530.968994140625,-1.7716431021690369,0.00032460695365443826,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
54,27648,374,-2671.0186206054686,0.4806547366455197,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0019223582930862904,1824.1341247558594,-1.7716163396835327,0.0003144867077935487,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
55,28160,365,-2671.0186206054686,0.4806547366455197,400.0,-2170.028537597238,-69.22473108571243,0.5023097707223912,0.05555533435238099,0.028410094197772524,0.0590997667166719,0,400.0,-0.004431171400938183,5945.277893066406,-1.772577166557312,0.000649003020953387,1.6670401831052744,2.168276772496511,2.88,0.04764453434545505,0.0212184492984858,0.05270940546434294,0,400,0,-21.550922058199376,0.3551262741507275,1.44,0.0667449034111591,0.03585939788720396,0.0667449034111591,0,400,0,-7.484180099310184,-0.09239461915795788,1.44,0.03184321911758112,0.019111282923795093,0.03436186649578341,0,400,0,-41.90617247368909,-0.42176934459971527,2.88,0.0759886805353287,0.03745124668160526,0.08258289149540217,0,400,0
56,28672,368,-2671.0186206054686,0.4806547366455197,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0012937208521179855,21113.501953125,-1.7734642028808594,0.0005456192884594202,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
57,29184,370,-2776.0398266601565,0.5187505533173681,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.001070947851985693,4413.376525878906,-1.7735612392425537,0.00010898351320065558,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
58,29696,371,-2776.0398266601565,0.5187505533173681,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.002166178426705301,2256.4576110839844,-1.773533821105957,0.0003889356448780745,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
59,30208,374,-2776.0398266601565,0.5187505533173681,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.004104784224182367,6548.9327392578125,-1.774058848619461,0.0013427043159026653,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
60,30720,365,-2786.7332739257813,0.5538434999808669,400.0,-2071.089552027679,-67.86551853866067,0.532920547761666,0.05050641716257526,0.026447350511901425,0.05437408748821618,1,400.0,-0.0030801460379734635,3546.130584716797,-1.7745854258537292,0.0010901210771407932,9.07027533440267,2.2677484340813288,2.88,0.022864887412236943,0.013642434131393046,0.02864993370681869,1,400,0,-21.38489618575586,0.35446519875836513,1.44,0.06639480884638128,0.03594279016160671,0.06639480884638128,0,400,0,-7.502285381666954,-0.09277947617056093,1.44,0.03211082204056057,0.01921755921861373,0.034720699093029724,0,400,0,-44.3290335843245,-0.39775196562246906,2.88,0.08065515035112221,0.03698661853599222,0.087730908306635,0,400,0
61,31232,367,-2786.7332739257813,0.5538434999808669,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.003676934167742729,2746.9896545410156,-1.775218278169632,0.0008383812091778964,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
62,31744,370,-2786.7332739257813,0.5538434999808669,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0018636169843375683,7578.7349853515625,-1.776288390159607,0.0012485608749557287,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
63,32256,372,-2766.7671923828125,0.5017568494752049,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0023772043641656637,5563.716369628906,-1.7773833870887756,0.0007173469639383256,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
64,32768,375,-2766.7671923828125,0.5017568494752049,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0013726262841373682,1744.72412109375,-1.7781012952327728,0.0007975312473718077,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
65,33280,353,-2766.7671923828125,0.5017568494752049,400.0,-2166.0844459297027,-67.25793139171044,0.535001502480173,0.04655486167644496,0.02684821759990058,0.05263357883641091,1,400.0,-0.002223360410425812,2211.9393310546875,-1.7788425385951996,0.001425979775376618,9.733511930851042,2.310212382534335,2.88,0.007118882322815575,0.012227109290096787,0.02205817291717553,1,400,0,-23.011961720711863,0.36124299594937126,1.44,0.06872897519720537,0.03734539835289039,0.06872897519720537,0,400,0,-7.526152551544854,-0.09497893690894332,1.44,0.0321167435472142,0.019201786276884056,0.034866754684046354,0,400,0,-43.64542464508722,-0.43647043165407107,2.88,0.07825484563854468,0.03861857647973108,0.08488041254721641,0,400,0
66,33792,354,-2546.729006347656,0.39879057157784703,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0027943390887230635,2042.8487854003906,-1.7799869775772095,0.0011440225061960518,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
67,34304,349,-2546.729006347656,0.39879057157784703,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.002682566293515265,2255.407684326172,-1.7811684012413025,0.0014283439668361098,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
68,34816,344,-2546.729006347656,0.39879057157784703,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0020314636640250683,10301.044311523438,-1.7822953164577484,0.0008485517464578152,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
69,35328,344,-2601.2679638671875,0.41652222294360397,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.000914660282433033,16715.377319335938,-1.7828384041786194,0.00035736255813390017,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
70,35840,328,-2601.2679638671875,0.41652222294360397,400.0,-2070.594359062544,-67.06764406243681,0.5371509161694158,0.04794927798308353,0.02589444666357597,0.053600933874320654,1,400.0,-0.0038243725430220366,1592.8363494873047,-1.7835801839828491,0.0009848825575318187,9.592673358630158,2.3053559883608767,2.88,0.011357062029214417,0.012201894962193401,0.024314461447906756,1,400,0,-23.14355632233874,0.3570254253531542,1.44,0.06923649953243483,0.03665534825926487,0.06923649953243483,0,400,0,-7.529383733715582,-0.0973016349470317,1.44,0.03162912846422727,0.01905220012243989,0.0344708869059287,0,400,0,-43.43806191046461,-0.41647611408933605,2.88,0.07957442190645761,0.03566834331040572,0.08638188761101234,0,400,0
71,36352,330,-2601.2679638671875,0.41652222294360397,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0011785903479903936,4610.9735107421875,-1.7851548492908478,0.000956725561991334,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
72,36864,331,-2490.1145751953127,0.4047379421815276,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0005217543803155422,6482.410705566406,-1.7863181233406067,0.00016930743004195392,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
73,37376,333,-2490.1145751953127,0.4047379421815276,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.005112618790008128,2419.2874145507812,-1.7867308557033539,0.0018040592840407044,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
74,37888,335,-2490.1145751953127,0.4047379421815276,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0021521090529859066,15419.903076171875,-1.7873480021953583,0.0007455495942849666,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
75,38400,330,-2652.568620605469,0.496417253613472,400.0,-1998.435381693369,-66.10106583603468,0.5149460781680857,0.049660300064566586,0.025380253556966503,0.05313619100414484,1,400.0,-0.00353896216256544,42837.45849609375,-1.7878580689430237,0.0005351478466764092,8.750901759701277,2.206302049780606,2.88,0.022326624573604105,0.012506229467565348,0.0266246417344172,1,400,0,-20.17331821340139,0.346742014782198,1.44,0.06454157486033785,0.03504180309149489,0.06454157486033785,0,400,0,-7.517415706582679,-0.09411361301546983,1.44,0.03226853144538081,0.019215597850675174,0.03476181138747287,0,400,0,-43.09288623677118,-0.3991461388749915,2.88,0.07950446937894359,0.034757383818130594,0.08661673603435145,0,400,0
76,38912,332,-2652.568620605469,0.496417253613472,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.00376307824626565,1926.1022644042969,-1.7883329391479492,0.0009792700875550508,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
77,39424,334,-2652.568620605469,0.496417253613472,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.00035708071663975716,4310.608489990234,-1.7884520590305328,0.0012184694642201066,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
78,39936,336,-2652.568620605469,0.496417253613472,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0012256409972906113,11981.479614257812,-1.788366287946701,0.0004022199718747288,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
79,40448,338,-2639.234543457031,0.5213667247444391,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0038286345661617815,1504.3410949707031,-1.788201481103897,0.000514049461344257,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
80,40960,333,-2639.234543457031,0.5213667247444391,400.0,-2046.811057981175,-58.795915085615576,0.5075778464564406,0.05101036909004585,0.02683448669076516,0.05424503274897602,1,400.0,-0.0016687328461557627,2121.3167419433594,-1.7878954112529755,0.0008345594978891313,8.2220119770728,2.212413011535558,2.88,0.03499315440648518,0.018669204428403332,0.038407420658763555,1,400,0,-22.82832333081079,0.3514451905788549,1.44,0.06834473079473166,0.037120828650128675,0.06834473079473166,0,400,0,-7.511713279747353,-0.09363137007667288,1.44,0.03201635606267934,0.019392665281906096,0.034721537438375014,0,400,0,-36.613127141795395,-0.4399154462119781,2.88,0.06868723509628724,0.032155248402622544,0.07550644210403384,0,400,0
81,41472,335,-2639.234543457031,0.5213667247444391,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0020378672052174807,8069.908203125,-1.788447082042694,0.0012790223117917776,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
82,41984,336,-2581.8804638671877,0.49880216777324676,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0019280754495412111,2160.123977661133,-1.7886937856674194,0.0005543222359847277,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
83,42496,338,-2581.8804638671877,0.49880216777324676,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.003088281722739339,2288.5316467285156,-1.7890392243862152,0.0008097731624729931,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
84,43008,340,-2581.8804638671877,0.49880216777324676,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.00322687067091465,11066.86572265625,-1.789346605539322,0.0009920992597471923,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
85,43520,336,-2583.0983764648436,0.46459898345172407,400.0,-2237.3467084681197,-71.32448495149998,0.5326600858766055,0.056665683012219976,0.02983465310087957,0.06030346211045563,0,400.0,-0.0029250825755298138,6451.582946777344,-1.7895475625991821,0.0006226224359124899,2.634049212151659,2.2488947972876834,2.88,0.04690417123996558,0.0257969560786961,0.051095570304033264,0,400,0,-23.374224254363245,0.348959947883136,1.44,0.06904985863188007,0.03758086135578993,0.06904985863188007,0,400,0,-7.493783755766538,-0.09390829744265594,1.44,0.03161903682847602,0.01898204070932799,0.03437820529384474,0,400,0,-43.41279620160436,-0.37330610422174093,2.88,0.07908966534855824,0.03697875425970426,0.08669021421206446,0,400,0
86,44032,338,-2583.0983764648436,0.46459898345172407,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0017133645014837384,3704.301971435547,-1.7900039553642273,0.0009736102365422994,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
87,44544,340,-2583.0983764648436,0.46459898345172407,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.002122233621776104,12203.970581054688,-1.790921002626419,0.0006229278806131333,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
88,45056,342,-2668.3997094726565,0.5486167689412832,400.0,nan,nan,nan,nan,nan,nan,0,nan,4.913029260933399e-05,9160.46533203125,-1.7919890582561493,0.00014545608428306878,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
89,45568,344,-2668.3997094726565,0.5486167689412832,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0035365931689739227,2194.0718688964844,-1.7930288314819336,0.001574249006807804,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
90,46080,340,-2668.3997094726565,0.5486167689412832,400.0,-2101.794758285383,-59.84687490816941,0.49586119689114694,0.05314526501336253,0.02847465796966745,0.05628861744959369,0,400.0,-0.005166345625184476,2745.1382446289062,-1.7945307791233063,0.0030059399432502687,-1.220389151939113,2.1701593500277525,2.88,0.05314914542924281,0.027078386200171334,0.05597788630767483,0,400,0,-20.3429900817184,0.3457201093967248,1.44,0.06461581581929055,0.03546533641787741,0.06461581581929055,0,400,0,-7.452761929609527,-0.09242609120857659,1.44,0.031204606500569457,0.018635320822696054,0.03376326817010552,0,400,0,-34.07427169388212,-0.440008580651313,2.88,0.06361149230434733,0.03271958843792499,0.07079749950130385,0,400,0
91,46592,341,-2600.0129296875,0.46686666704714297,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0012169863330200315,2289.687774658203,-1.7959690392017365,0.00031904419302009046,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
92,47104,343,-2600.0129296875,0.46686666704714297,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.003780498285777867,3267.6373596191406,-1.796658843755722,0.0007274314120877534,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
93,47616,345,-2600.0129296875,0.46686666704714297,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0016343246679753065,7464.378356933594,-1.7962610721588135,0.0006706250715069473,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
94,48128,347,-2593.065234375,0.46647538132965566,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0010867700912058353,12552.613891601562,-1.795682817697525,0.0003159677144140005,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
95,48640,343,-2593.065234375,0.46647538132965566,400.0,-2163.090733589951,-63.23972056891222,0.5061238481177689,0.05373418858823911,0.02912774296926641,0.056377500842629255,0,400.0,-0.0032371865818277,2274.888397216797,-1.7947672605514526,0.0004026601673103869,2.3953609472942534,2.196002986721943,2.88,0.048842269404682975,0.025038860383763514,0.05036583482063936,0,400,0,-21.12605932376127,0.3479220450351017,1.44,0.06562477142158772,0.036332051766093276,0.06562477142158772,0,400,0,-7.500070295868992,-0.09358351753203276,1.44,0.031851323209978445,0.019440378600186506,0.034306286864458635,0,400,0,-37.345622720662575,-0.4258461217539362,2.88,0.06861839031670731,0.03569968112702234,0.07521311026383132,0,400,0
96,49152,345,-2593.065234375,0.46647538132965566,400.0,nan,nan,nan,nan,nan,nan,0,nan,-0.0003750722389668226,10049.864990234375,-1.7944758236408234,0.0006628595583606511,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0
97,49664,341,-2578.8785693359373,0.4736862755566835,400.0,-2061.5039234985857,-62.7211269546019,0.5321804787971908,0.05037897152485877,0.026504296312796875,0.0541433294083338,1,400.0,-0.0004017516039311886,16988.178955078125,-1.7943154573440552,0.0001062544179148972,8.804163003276622,2.2540349030245412,2.88,0.027102098238730936,0.015968128290768893,0.031856942593514806,1,400,0,-21.95202873377506,0.3495458414207129,1.44,0.06721424211734815,0.036168446653591105,0.06721424211734815,0,400,0,-7.5003505458342,-0.08793552547254624,1.44,0.03308328906183862,0.01962042867174046,0.0356878768237571,0,400,0,-40.047258308414996,-0.38692330378394457,2.88,0.07411625668151736,0.03426018163508703,0.08181425609871516,0,400,0
